User,Rank,Game,Score
slobin,20,Search for Planet X,1
Smachor,1,Too Many Bones,20
Smachor,2,Ark Nova,19
Smachor,3,Woodcraft,18
Smachor,4,Obsession,17
Smachor,5,Underwater Cities,16
Smachor,6,Tapestry,15
Smachor,7,Grand Austria Hotel,14
Smachor,8,Oranienburger Kanal,13
Smachor,9,Lost Ruins of Arnak,12
Smachor,10,Hallertau,11
Smachor,11,Earth,10
Smachor,12,Spirit Island,9
Smachor,13,Wingspan,8
Smachor,14,Life of the Amazonia,7
Smachor,15,Hadrian's Wall,6
Smachor,16,Paladins of the West Kingdom,5
Smachor,17,Isle of Cats,4
Smachor,18,Glass Road,3
Smachor,19,Loop,2
Smachor,20,Dorfromantik: The Board Game,1
Smiley7172015,1,Aeon's End,20
Smiley7172015,2,Harry Potter: Hogwarts Battle,19
Smiley7172015,3,Scythe,18
Smiley7172015,4,Aeon's End,17
Smiley7172015,5,Marvel Champions: The Card Game,16
Smiley7172015,6,MicroMacro: Crime City,15
Smiley7172015,7,Welcome to,14
Smiley7172015,8,Turing Machine,13
Smiley7172015,9,Meadow,12
Smiley7172015,10,Search for Planet X,11
Smiley7172015,11,Cascadia,10
Smiley7172015,12,Trails of Tucana,9
Smiley7172015,13,Florence,8
Smiley7172015,14,Chronicles of Crime,7
Smiley7172015,15,Cartographers: A Roll Player Tale,6
Smiley7172015,16,Three Sisters,5
Smiley7172015,17,My City: Roll and Build,4
Smiley7172015,18,Isle of Cats: Explore & Draw,3
Smiley7172015,19,Dice Hospital,2
Smiley7172015,20,Dinosaur Island: Rawr 'n Write,1
smmckit,1,Pax Pamir,20
smmckit,2,Mage Knight Board Game,19
smmckit,3,SpaceCorp,18
smmckit,4,Magic Realm,17
smmckit,5,Space Empires: 4X,16
smmckit,6,Dawn of the Zeds,15
smmckit,7,Nemo's War,14
smmckit,8,On Mars,13
smmckit,9,Burncycle,12
smmckit,10,Mint Knight,11
smmckit,11,Transcontinental,10
smmckit,12,Feudum,9
smmckit,13,A Rusty Throne,8
smmckit,14,Tussie Mussie,7
smmckit,15,Burgle Bros,6
smmckit,16,Under Falling Skies,5
smmckit,17,Bloc by Bloc,4
smmckit,18,Sprawlopolis,3
smmckit,19,Hostage Negotiator,2
smmckit,20,Palm Island,1
smpeter,1,Mage Knight Board Game,20
smpeter,2,Sprawlopolis,19
smpeter,3,Robinson Crusoe: Adventures on the Cursed Island,18
smpeter,4,Lord of the Rings: The Card Game,17
smpeter,5,This War of Mine: The Board Game,16
smpeter,6,Loop,15
smpeter,7,Hostage Negotiator,14
smpeter,8,Frostpunk: The Board Game,13
smpeter,9,Spirit Island,12
smpeter,10,Sleeping Gods,11
smpeter,11,Under Falling Skies,10
smpeter,12,Bullet♥︎,9
smpeter,13,Terraforming Mars: Ares Expedition,8
smpeter,14,Heroes of Tenefyr,7
smpeter,15,Paleo,6
smpeter,16,Black Orchestra,5
smpeter,17,Warp’s Edge,4
smpeter,18,Onirim,3
smpeter,19,Set A Watch,2
smpeter,20,7 Wonders: Duel,1
Snk_ice,1,Gloomhaven,20
Snk_ice,2,Mage Knight Board Game,19
Snk_ice,3,Arkham Horror: The Card Game,18
Snk_ice,4,Marvel Champions: The Card Game,17
Snk_ice,5,This War of Mine: The Board Game,16
Snk_ice,6,Aeon's End,15
Snk_ice,7,Ark Nova,14
Snk_ice,8,Spirit Island,13
Snk_ice,9,Tainted Grail: The Fall of Avalon,12
Snk_ice,10,Dune: Imperium,11
Snk_ice,11,Gears of War: The Board Game,10
Snk_ice,12,7th Continent,9
Snk_ice,13,Folklore: The Affliction,8
Snk_ice,14,Imperium: Classics,7
Snk_ice,15,D-Day Dice,6
Snk_ice,16,Robinson Crusoe: Adventures on the Cursed Island,5
Snk_ice,17,Undaunted: Normandy,4
Snk_ice,18,Lord of the Rings: The Card Game,3
Snk_ice,19,Lost Ruins of Arnak,2
Snk_ice,20,Warp’s Edge,1
snlamb,1,Cloudspire,20
snlamb,2,Spirit Island,19
snlamb,3,Mage Knight Board Game,18
snlamb,4,Frostpunk: The Board Game,17
snlamb,5,Lisboa,16
snlamb,6,Warp’s Edge,15
snlamb,7,Hoplomachus: Victorum,14
snlamb,8,Scythe,13
snlamb,9,One Deck Dungeon,12
snlamb,10,Friday,11
SnowDragonka,1,ROVE: Results-Oriented Versatile Explorer,20
SnowDragonka,2,Calico,19
SnowDragonka,3,Sylvion,18
SnowDragonka,4,For Northwood! A Solo Trick-Taking Game,17
SnowDragonka,5,Weavlings in the Wilds,16
SnowDragonka,6,Black Sonata,15
SnowDragonka,7,Cerebria: The Inside World,14
SnowDragonka,8,Sprawlopolis,13
SnowDragonka,9,Herbaceous,12
SnowDragonka,10,Spirit Island,11
SnowDragonka,11,Unsettled,10
SnowDragonka,12,Canvas,9
SnowDragonka,13,15 Days,8
SnowDragonka,14,Onirim,7
SnowDragonka,15,Stellarion,6
SnowDragonka,16,Golem,5
SnowDragonka,17,Keep the Heroes Out!,4
SnowDragonka,18,Sunset Over Water,3
SnowDragonka,19,Castellion,2
SnowDragonka,20,Spirits of the Forest,1
SochaDJ,1,Spirit Island,20
SochaDJ,2,Too Many Bones,19
SochaDJ,3,Scythe,18
SochaDJ,4,Arkham Horror: The Card Game,17
SochaDJ,5,Dawn of the Zeds,16
SochaDJ,6,Hoplomachus: Victorum,15
SochaDJ,7,Robinson Crusoe: Adventures on the Cursed Island,14
SochaDJ,8,Sleeping Gods,13
SochaDJ,9,Pax Renaissance,12
SochaDJ,10,Marvel Champions: The Card Game,11
SochaDJ,11,Great Western Trail,10
SochaDJ,12,A Feast for Odin,9
SochaDJ,13,Pax Pamir,8
SochaDJ,14,Dune: Imperium,7
SochaDJ,15,Terraforming Mars,6
SochaDJ,16,It's a Wonderful World,5
SochaDJ,17,Maracaibo,4
SochaDJ,18,Gaia Project,3
SochaDJ,19,Lost Ruins of Arnak,2
SochaDJ,20,Ark Nova,1
Sodapop21,1,Nemo's War,20
Sodapop21,2,Spirit Island,19
Sodapop21,3,Maracaibo,18
Sodapop21,4,Robinson Crusoe: Adventures on the Cursed Island,17
Sodapop21,5,A Feast for Odin,16
Sodapop21,6,7th Continent,15
Sodapop21,7,Viticulture,14
Sodapop21,8,Sleeping Gods,13
Sodapop21,9,Great Western Trail,12
Sodapop21,10,Coffee Roaster,11
Sodapop21,11,Cascadia,10
Sodapop21,12,Lewis & Clark,9
Sodapop21,13,Sprawlopolis,8
Sodapop21,14,Wingspan,7
Sodapop21,15,Baseball Highlights: 2045,6
Sodapop21,16,Eldritch Horror,5
Sodapop21,17,Scythe,4
Sodapop21,18,Railroad Ink,3
Sodapop21,19,Suburbia,2
Sodapop21,20,New York Zoo,1
Sofitas27,1,Witcher Adventure Game,20
Sofitas27,2,Mage Knight Board Game,19
Sofitas27,3,Spirit Island,18
Sofitas27,4,Nemo's War,17
Sofitas27,5,Resident Evil 2: The Board Game,16
Sofitas27,6,Star Wars: Outer Rim,15
Sofitas27,7,Tiny Epic Dungeons,14
Sofitas27,8,51st State,13
Sofitas27,9,Legacy of Yu,12
Sofitas27,10,Everdell,11
Sofitas27,11,Sprawlopolis,10
Sofitas27,12,Wingspan,9
Sofitas27,13,Robinson Crusoe: Adventures on the Cursed Island,8
Sofitas27,14,Sleeping Gods,7
Solafein,1,Mage Knight Board Game,20
Solafein,2,Marvel Champions: The Card Game,19
Solafein,3,Scythe,18
Solafein,4,Nusfjord,17
Solafein,5,Anachrony,16
Solafein,6,Fields of Arle,15
Solafein,7,Viticulture,14
Solafein,8,Space Empires: 4X,13
Solafein,9,Roll Player,12
Solafein,10,Bloodborne: The Board Game,11
Solafein,11,Expedition to Newdale,10
Solafein,12,Aeon's End,9
Solafein,13,Sanctum,8
Solafein,14,Hallertau,7
Solafein,15,Sherlock Holmes Consulting Detective,6
Solafein,16,Fields of Fire,5
Solafein,17,Gloomhaven,4
Solafein,18,A Feast for Odin,3
Solafein,19,Rifles in the Ardennes,2
Solafein,20,Coffee Roaster,1
Solinete,1,Time of Soccer,20
Solinete,2,Flamme Rouge,19
Solinete,3,Baseball Highlights: 2045,18
Solinete,4,K2,17
Solinete,5,Rallyman,16
Solinete,6,Race for the Galaxy,15
Solinete,7,Lord of the Rings: The Card Game,14
Solinete,8,Mage Knight Board Game,13
Solinete,9,Star Realms,12
Solinete,10,Herbaceous,11
Solinete,11,Patchwork,10
Solinete,12,Friday,9
Solinete,13,After The Virus,8
Solinete,14,Roll Player,7
Solinete,15,Tavarua,6
Solinete,16,Space Hulk: Death Angel,5
Solinete,17,Automobiles,4
Solinete,18,Zombicide: Black Plague,3
Solinete,19,Outlive,2
Solinete,20,Viticulture,1
solitaryquest,1,Cartographers: A Roll Player Tale,20
solitaryquest,2,Final Girl,19
solitaryquest,3,Cascadia,18
solitaryquest,4,Parks,17
solitaryquest,5,Onirim,16
solitaryquest,6,Aleph Null,15
solitaryquest,7,Beacon Patrol,14
solitaryquest,8,Lord of the Rings: Journeys in Middle Earth,13
solitaryquest,9,Oath: Chronicles of Empire and Exile,12
solitaryquest,10,Viticulture,11
solitaryquest,11,Heat: Pedal to the Metal,10
solitaryquest,12,One Deck Dungeon,9
solitaryquest,13,Hamlet: The Village Building Game,8
solitaryquest,14,Gloomhaven,7
solitaryquest,15,Expeditions,6
solitaryquest,16,Too Many Bones,5
solitaryquest,17,Paladins of the West Kingdom,4
solitaryquest,18,Roll Player,3
solitaryquest,19,Ambush!,2
solitaryquest,20,Friday,1
SoloGamingDad,1,Baseball Highlights: 2045,20
SoloGamingDad,2,Lost Ruins of Arnak,19
SoloGamingDad,3,Boonlake,18
SoloGamingDad,4,Great Western Trail,17
SoloGamingDad,5,Marvel Champions: The Card Game,16
SoloGamingDad,6,At the Gates of Loyang,15
SoloGamingDad,7,A Feast for Odin,14
SoloGamingDad,8,Pandemic: Fall of Rome,13
SoloGamingDad,9,Viscounts of the West Kingdom,12
SoloGamingDad,10,Aleph Null,11
SoloGamingDad,11,Star Wars: Outer Rim,10
SoloGamingDad,12,Tapestry,9
SoloGamingDad,13,Burgle Bros,8
SoloGamingDad,14,Mechanical Beast,7
SoloGamingDad,15,Coffee Roaster,6
SoloGamingDad,16,Praga Caput Regni,5
SoloGamingDad,17,Paladins of the West Kingdom,4
SoloGamingDad,18,Magnificent,3
SoloGamingDad,19,Caverna: The Cave Farmers,2
SoloGamingDad,20,Expedition to Newdale,1
SoloMyGames,1,Final Girl,20
SoloMyGames,2,Legacy of Yu,19
SoloMyGames,3,Planet Unknown,18
SoloMyGames,4,Spirit Island,17
SoloMyGames,5,It's a Wonderful World,16
SoloMyGames,6,Endangered,15
SoloMyGames,7,Hadrian's Wall,14
SoloMyGames,8,Loop,13
SoloMyGames,9,Finished!,12
SoloMyGames,10,For Northwood! A Solo Trick-Taking Game,11
SoloMyGames,11,After The Virus,10
SoloMyGames,12,Friday,9
SoloMyGames,13,Maximum Apocalypse,8
SoloMyGames,14,Dune: Imperium,7
SoloMyGames,15,Three Sisters,6
SoloMyGames,16,Too Many Bones,5
SoloMyGames,17,Flamecraft,4
SoloMyGames,18,Turing Machine,3
SoloMyGames,19,Verdant,2
SoloMyGames,20,Bullet♥︎,1
SonofLars,1,Tetrarchia,20
SonofLars,2,Halls of Hegra,19
SonofLars,3,Space Cadets: Away Missions,18
SonofLars,4,Nemo's War,17
SonofLars,5,Spirit Island,16
SonofLars,6,Concordia,15
SonofLars,7,Freedom: The Underground Railroad,14
SonofLars,8,Pandemic,13
SonofLars,9,Terraforming Mars,12
SonofLars,10,Maquis,11
SonofLars,11,Gate,10
SonofLars,12,Commands & Colors: Ancients,9
soulpatchtv,1,Marvel Champions: The Card Game,20
soulpatchtv,2,Imperium: Classics,19
soulpatchtv,3,Ark Nova,18
soulpatchtv,4,Gloomhaven,17
soulpatchtv,5,Rolling Realms,16
soulpatchtv,6,Dune: Imperium,15
soulpatchtv,7,Friday,14
soulpatchtv,8,Sleeping Gods,13
soulpatchtv,9,Warp’s Edge,12
soulpatchtv,10,Turing Machine,11
soulpatchtv,11,Hadrian's Wall,10
soulpatchtv,12,Regicide,9
soulpatchtv,13,Maquis,8
soulpatchtv,14,Tales from the Red Dragon Inn,7
soulpatchtv,15,SpaceShipped,6
soulpatchtv,16,Cascadia,5
soulpatchtv,17,Final Girl,4
soulpatchtv,18,Pandemic,3
soulpatchtv,19,Horrified,2
soulpatchtv,20,Cartographers: A Roll Player Tale,1
spaceman3,1,Arkham Horror,20
spaceman3,2,Gaia Project,19
spaceman3,3,Fields of Arle,18
spaceman3,4,Kanban EV,17
spaceman3,5,AuZtralia,16
spaceman3,6,Great Western Trail,15
spaceman3,7,Obsession,14
spaceman3,8,Robinson Crusoe: Adventures on the Cursed Island,13
spaceman3,9,Spirit Island,12
spaceman3,10,Nemo's War,11
spaceman3,11,Dawn of Peacemakers,10
spaceman3,12,Maracaibo,9
spaceman3,13,Lisboa,8
spaceman3,14,Terraforming Mars,7
spaceman3,15,Concordia,6
spaceman3,16,Root,5
spaceman3,17,Mombasa,4
spaceman3,18,Agricola,3
spaceman3,19,In the Year of the Dragon,2
spaceman3,20,Cthulhu: Death May Die,1
spanky777,1,RAF,20
spanky777,2,Fire in the Lake,19
spanky777,3,Skies Above Britain,18
spanky777,4,Strat-O-Matic Baseball,17
spanky777,5,Cuba Libre,16
spanky777,6,White Tribe: Rhodesia's War 1966-1980,15
spanky777,7,"Hunters: German U-Boats at War, 1939-43",14
spanky777,8,"Hunted: Twilight of the U-Boats, 1943-45",13
spanky777,9,"Silent Victory: U.S. Submarines in the Pacific, 1941-45",12
spanky777,10,Banish the Snakes: A Game of St. Patrick in Ireland,11
spanky777,11,"Labyrinth: The War on Terror, 2001-?",10
spanky777,12,"People Power: Insurgency in the Philippines, 1981-1986",9
spanky777,13,Irish Freedom,8
spanky777,14,Plains Indian War,7
spanky777,15,"Western Front Ace: The Great War in the Air, 1916-1918",6
spanky777,16,"Gandhi: The Decolonization of British India, 1917 – 1947",5
SparkyVS,1,Marvel Champions: The Card Game,20
SparkyVS,2,Everdell,19
SparkyVS,3,Fantastic Factories,18
SparkyVS,4,Paladins of the West Kingdom,17
SparkyVS,5,Boonlake,16
SparkyVS,6,Carnegie,15
SparkyVS,7,Grand Austria Hotel,14
SparkyVS,8,Concordia,13
SparkyVS,9,Paper Tales,12
SparkyVS,10,Teotihuacan: City of Gods,11
SparkyVS,11,Underwater Cities,10
SparkyVS,12,Legendary Encounters: An Alien Deck Building Game,9
SparkyVS,13,Time of Soccer,8
SparkyVS,14,Super-Skill Pinball: 4-Cade,7
SparkyVS,15,City of the Great Machine,6
SparkyVS,16,Caverna: The Cave Farmers,5
SparkyVS,17,Great Western Trail,4
SparkyVS,18,Skymines,3
SparkyVS,19,Monster Lands,2
SparkyVS,20,Trajan,1
SpiderFighter,1,Final Girl,20
SpiderFighter,2,Fields of Fire,19
SpiderFighter,3,"Mr. President: The American Presidency, 2001-2020",18
SpiderFighter,4,Arkham Horror: The Card Game,17
SpiderFighter,5,"Hunters: German U-Boats at War, 1939-43",16
SpiderFighter,6,Save South Vietnam!,15
SpiderFighter,7,XenoShyft,14
SpiderFighter,8,Space Hulk: Death Angel,13
SpiderFighter,9,British Way: Counterinsurgency at the End of Empire,12
SpiderFighter,10,Maquis,11
SpiderFighter,11,Pulp Detective,10
SpiderFighter,12,Liberty or Death: The American Insurrection,9
SpiderFighter,13,8th Air Force,8
SpiderFighter,14,One Deck Dungeon,7
SpiderFighter,15,Warp’s Edge,6
SpiderFighter,16,Warfighter: The Tactical Special Forces Card Game,5
SpiderFighter,17,At the Gates of Loyang,4
SpiderFighter,18,Samurai Spirit,3
SpiderFighter,19,"Bonnie and Clyde, Love and Death",2
SpiderFighter,20,Desolate,1
spike8888,1,Lord of the Rings: The Card Game,20
spike8888,2,Mage Knight Board Game,19
spike8888,3,Gloomhaven,18
spike8888,4,Spirit Island,17
spike8888,5,Gloomhaven,16
spike8888,6,Shadowrun: Crossfire,15
spike8888,7,Baseball Highlights: 2045,14
spike8888,8,Space Hulk: Death Angel,13
spike8888,9,Orchard: A 9 card solitaire game,12
spike8888,10,Cloudspire,11
spike8888,11,Coffee Roaster,10
spike8888,12,Nemo's War,9
spike8888,13,Mistfall,8
spike8888,14,Anachrony,7
spike8888,15,Undaunted: Normandy,6
spike8888,16,Isofarian Guard,5
spike8888,17,Gate,4
spike8888,18,Imperium: Classics,3
spike8888,19,Cartographers: A Roll Player Tale,2
spike8888,20,Obsession,1
SpitfireMK1,1,Halls of Hegra,20
SpitfireMK1,2,Voidfall,19
SpitfireMK1,3,Earthborne Rangers,18
SpitfireMK1,4,Hoplomachus: Victorum,17
SpitfireMK1,5,Hoplomachus: The Lost Cities,16
SpitfireMK1,6,Skies Above Britain,15
SpitfireMK1,7,Point Blank: V is for Victory,14
SpitfireMK1,8,Eleven: Football Manager Board Game,13
SpitfireMK1,9,Warfighter: The Tactical Special Forces Card Game,12
SpitfireMK1,10,Circadians: First Light,11
SpitfireMK1,11,Star Wars: Outer Rim,10
SpitfireMK1,12,Skytear Horde,9
SpitfireMK1,13,Arkham Horror: The Card Game,8
SpitfireMK1,14,Spire's End,7
SpitfireMK1,15,Core Space,6
SpitfireMK1,16,Dune: Imperium,5
SpitfireMK1,17,Combat!,4
SpitfireMK1,18,51st State,3
SpitfireMK1,19,Cloudspire,2
SpitfireMK1,20,Lord of the Rings: The Card Game,1
spllr,1,Too Many Bones,20
spllr,2,Turing Machine,19
spllr,3,Hoplomachus: Victorum,18
spllr,4,Pax Pamir,17
spllr,5,Obsession,16
spllr,6,Burncycle,15
spllr,7,Bullet♥︎,14
spllr,8,HEXplore It,13
spllr,9,Spirit Island,12
spllr,10,Zombicide: Black Plague,11
spllr,11,Aeon's End,10
spllr,12,Loop,9
spllr,13,Cloudspire,8
spllr,14,Dune: Imperium,7
spllr,15,Star Wars: Outer Rim,6
spllr,16,Terraforming Mars: Ares Expedition,5
spllr,17,For Northwood! A Solo Trick-Taking Game,4
spllr,18,Race to the Raft,3
spllr,19,Mage Knight Board Game,2
spllr,20,Isle of Cats,1
sproutchu,1,Marvel United,20
sproutchu,2,Rallyman,19
sproutchu,3,Robinson Crusoe: Adventures on the Cursed Island,18
sproutchu,4,Lord of the Rings: The Card Game,17
sproutchu,5,Firefly,16
sproutchu,6,Five Parsecs from Home,15
sproutchu,7,Scythe,14
sproutchu,8,Tapestry,13
sproutchu,9,Trickerion: Legends of Illusion,12
sproutchu,10,Space Empires: 4X,11
sproutchu,11,Turing Machine,10
sproutchu,12,Gaia Project,9
sproutchu,13,Spirit Island,8
sproutchu,14,Lost Ruins of Arnak,7
sproutchu,15,Leaving Earth,6
sproutchu,16,Millennium Blades,5
sproutchu,17,Super Dungeon Explore,4
sproutchu,18,Dead men Tell No Tales,3
sproutchu,19,Warp’s Edge,2
sproutchu,20,Dinosaur Island,1
spydrpg,1,Street Masters,20
spydrpg,2,Lord of the Rings: The Card Game,19
spydrpg,3,Halls of Hegra,18
spydrpg,4,Obsession,17
spydrpg,5,Barrage,16
spydrpg,6,Trickerion: Legends of Illusion,15
spydrpg,7,Darkest Dungeon: The Board Game,14
spydrpg,8,Nusfjord,13
spydrpg,9,Anachrony,12
spydrpg,10,V-Commandos,11
spydrpg,11,Leaving Earth,10
spydrpg,12,Reichbusters: Projekt Vril,9
spydrpg,13,Legendary: A Marvel Deck Building Game,8
spydrpg,14,Uprising Curse of the Last Emperor,7
spydrpg,15,Paper Tales,6
spydrpg,16,Ashes Reborn: Rise of the Phoenixborn,5
spydrpg,17,Gugong,4
spydrpg,18,Thunderstone Quest,3
spydrpg,19,Batman: The Animated Series,2
spydrpg,20,Raiders of Scythia,1
spyridonm,1,Marvel Champions: The Card Game,20
spyridonm,2,Lord of the Rings: The Card Game,19
spyridonm,3,After The Virus,18
spyridonm,4,Terraforming Mars,17
spyridonm,5,Ark Nova,16
spyridonm,6,Robinson Crusoe: Adventures on the Cursed Island,15
spyridonm,7,Under Falling Skies,14
spyridonm,8,Friday,13
spyridonm,9,Pandemic,12
spyridonm,10,Wingspan,11
SquattingRoy,1,Fields of Arle,20
SquattingRoy,2,Cascadia,19
SquattingRoy,3,Gingerbread House,18
SquattingRoy,4,Super-Skill Pinball: 4-Cade,17
SquattingRoy,5,Clinic,16
SquattingRoy,6,A Feast for Odin,15
SquattingRoy,7,Seven Bridges,14
SquattingRoy,8,Three Sisters,13
SquattingRoy,9,Troyes Dice,12
SquattingRoy,10,Teotihuacan: City of Gods,11
SquattingRoy,11,Gaia Project,10
SquattingRoy,12,Obsession,9
SquattingRoy,13,Sprawlopolis,8
SquattingRoy,14,Cartographers: A Roll Player Tale,7
SquattingRoy,15,Spirit Island,6
SquattingRoy,16,Regicide,5
SquattingRoy,17,Aerion,4
SquattingRoy,18,Final Girl,3
SquattingRoy,19,Warp’s Edge,2
SquattingRoy,20,Search for Planet X,1
srkishy,1,Ahau: Rulers of Yucatán,20
srkishy,2,Lord of the Rings: The Card Game,19
srkishy,3,Middara,18
srkishy,4,Spirit Island,17
srkishy,5,Shadowrun: Crossfire,16
srkishy,6,Skytear Horde,15
srkishy,7,Gloomhaven,14
srkishy,8,Mage Knight Board Game,13
srkishy,9,G.I. JOE Deck-Building Game,12
srkishy,10,Imperium: Classics,11
srkishy,11,Legendary: A Marvel Deck Building Game,10
srkishy,12,Renegade,9
srkishy,13,Terraforming Mars,8
srkishy,14,Marvel Champions: The Card Game,7
srkishy,15,Too Many Bones,6
srkishy,16,Terminator Genisys:Rise of the Resistance,5
srkishy,17,Street Masters,4
srkishy,18,Star Wars: Imperial Assault,3
srkishy,19,SEAL Team Flix,2
srkishy,20,Fallout,1
SSGMightyMouse,1,Gloomhaven,20
SSGMightyMouse,2,Mage Knight Board Game,19
SSGMightyMouse,3,Dune: Imperium,18
SSGMightyMouse,4,Lord of the Rings: The Card Game,17
SSGMightyMouse,5,Scythe,16
SSGMightyMouse,6,Star Wars: Imperial Assault,15
SSGMightyMouse,7,Robinson Crusoe: Adventures on the Cursed Island,14
SSGMightyMouse,8,Elder Scrolls V: Skyrim – The Adventure Game,13
SSGMightyMouse,9,Marvel Champions: The Card Game,12
SSGMightyMouse,10,Spirit Island,11
SSGMightyMouse,11,Legendary: A Marvel Deck Building Game,10
SSGMightyMouse,12,Near and Far,9
SSGMightyMouse,13,Reckoners,8
SSGMightyMouse,14,Defense Grid: The Board Game,7
SSGMightyMouse,15,Clank!: A Deck-Building Adventure,6
SSGMightyMouse,16,Eldritch Horror,5
SSGMightyMouse,17,Batman: The Animated Series,4
SSGMightyMouse,18,Descent: Journeys in the Dark (Second Edition),3
SSGMightyMouse,19,Tiny Epic Galaxies,2
SSGMightyMouse,20,Space Hulk: Death Angel,1
staihc,1,Azul,20
staihc,2,Cascadia,19
staihc,3,Cartographers: A Roll Player Tale,18
staihc,4,It's a Wonderful World,17
staihc,5,Terraforming Mars,16
staihc,6,Concordia,15
staihc,7,Sprawlopolis,14
staihc,8,Calico,13
staihc,9,Welcome to,12
staihc,10,For Northwood! A Solo Trick-Taking Game,11
staihc,11,Pandemic: Hot Zone – North America,10
staihc,12,Grove: A 9 card solitaire game,9
staihc,13,Friday,8
staihc,14,Railroad Ink,7
staihc,15,Super Mega Lucky Box,6
staihc,16,Ragemore,5
staihc,17,Pandemic Iberia,4
staihc,18,Race for the Galaxy,3
staihc,19,Pandemic,2
staihc,20,Fleet: The Dice Game,1
starscr3am,1,Marvel Champions: The Card Game,20
starscr3am,2,Arkham Horror: The Card Game,19
starscr3am,3,Wingspan,18
starscr3am,4,Cartographers: A Roll Player Tale,17
starscr3am,5,Sprawlopolis,16
starscr3am,6,Next Station: London,15
starscr3am,7,Under Falling Skies,14
starscr3am,8,Parks,13
starscr3am,9,Tiny Towns,12
starscr3am,10,Sagrada,11
starscr3am,11,Trails of Tucana,10
starscr3am,12,Cascadia,9
starscr3am,13,Calico,8
starscr3am,14,Food Chain Island,7
starscr3am,15,Skulls Of Sedlec,6
Stately Wayne,1,Marvel Champions: The Card Game,20
Stately Wayne,2,Viticulture,19
Stately Wayne,3,Marvel United,18
Stately Wayne,4,Star Wars: The Clone Wars,17
Stately Wayne,5,Horrified,16
Stately Wayne,6,Wingspan,15
Stately Wayne,7,Lost Ruins of Arnak,14
Stately Wayne,8,Terraforming Mars: Ares Expedition,13
Stately Wayne,9,Dune: Imperium,12
Stately Wayne,10,Star Wars: The Deckbuilding Game,11
Stately Wayne,11,Nemo's War,10
Stately Wayne,12,Legendary: A Marvel Deck Building Game,9
Stately Wayne,13,Victoriana,8
Stately Wayne,14,Obsession,7
Stately Wayne,15,Fantastic Factories,6
Stately Wayne,16,Black Orchestra,5
Stately Wayne,17,Civilization: A New Dawn,4
Stately Wayne,18,Batman: The Dark Knight Returns Board Game,3
Stately Wayne,19,Under Falling Skies,2
Stately Wayne,20,Maquis,1
StatMan22,1,For Northwood! A Solo Trick-Taking Game,20
StatMan22,2,Marvel Champions: The Card Game,19
StatMan22,3,Sprawlopolis,18
StatMan22,4,Cartographers: A Roll Player Tale,17
StatMan22,5,Skulls Of Sedlec,16
StatMan22,6,Unsurmountable,15
StatMan22,7,Ancient Realm,14
StatMan22,8,Super Slopes,13
StatMan22,9,Fishing Lessons,12
StatMan22,10,Roll Player,11
StatMan22,11,Flamme Rouge,10
StatMan22,12,Star Wars: The Clone Wars,9
StatMan22,13,SpaceShipped,8
StatMan22,14,ROVE: Results-Oriented Versatile Explorer,7
StatMan22,15,Battlecrest: Fellwoods Base Game,6
StatMan22,16,River Wild,5
StatMan22,17,Pandemic: The Cure,4
StatMan22,18,Gem Getter Pro,3
StatMan22,19,Death Valley,2
StatMan22,20,Rollway Station,1
Stavroguin,1,Mage Knight Board Game,20
Stavroguin,2,Lord of the Rings: The Card Game,19
Stavroguin,3,Space Hulk: Death Angel,18
Stavroguin,4,After The Virus,17
Stavroguin,5,Friday,16
Stavroguin,6,At the Gates of Loyang,15
Stavroguin,7,Warp’s Edge,14
Stavroguin,8,Agricola,13
Stavroguin,9,For Northwood! A Solo Trick-Taking Game,12
Stavroguin,10,Navajo Wars,11
Stavroguin,11,Tetrarchia,10
Stavroguin,12,Tiny Epic Dungeons,9
Stavroguin,13,Neanderthal,8
Stavroguin,14,Paleo,7
Stavroguin,15,Arkham Horror,6
Stavroguin,16,Heat: Pedal to the Metal,5
Stavroguin,17,Dungeon Alliance,4
Stavroguin,18,Regicide,3
Stavroguin,19,Kingdom Death: Monster,2
Stavroguin,20,Spirit Island,1
Stay0Puft,1,Nusfjord,20
Stay0Puft,2,Aeon's End,19
Stay0Puft,3,Terraforming Mars,18
Stay0Puft,4,Ark Nova,17
Stay0Puft,5,Runebound,16
Stay0Puft,6,Paladins of the West Kingdom,15
Stay0Puft,7,Circadians: First Light,14
Stay0Puft,8,Marvel Champions: The Card Game,13
Stay0Puft,9,Spirit Island,12
Stay0Puft,10,Wingspan,11
Stay0Puft,11,Star Trek: Frontiers,10
Stay0Puft,12,Dune: Imperium,9
Stay0Puft,13,Star Realms,8
Stay0Puft,14,Sprawlopolis,7
Stay0Puft,15,Pandemic,6
Stay0Puft,16,Clank!: A Deck-Building Adventure,5
Stay0Puft,17,Undaunted: Normandy,4
Stay0Puft,18,Gaia Project,3
Stay0Puft,19,Maquis,2
Stay0Puft,20,Friday,1
stebourd,1,Imperium: Classics,20
stebourd,2,Ark Nova,19
stebourd,3,Dune: Imperium,18
stebourd,4,Terraforming Mars,17
stebourd,5,Maracaibo,16
stebourd,6,Nations,15
stebourd,7,Imperial Settlers,14
stebourd,8,Gaia Project,13
stebourd,9,Pathfinder Adventure Card Game: Rise of the Runelords,12
stebourd,10,Great Western Trail,11
stebourd,11,Scythe,10
stebourd,12,Tapestry,9
