User,Rank,Game,Score
Esto,12,Mage Knight Board Game,9
Esto,13,Suspects: Claire Harper Takes the Stage,8
Esto,14,Wingspan,7
Esto,15,It's a Wonderful World,6
Esto,16,Sherlock Holmes Consulting Detective,5
Esto,17,Face to the Mat,4
Esto,18,Empires in America,3
Esto,19,For Glory,2
Esto,20,Long Shot: The Dice Game,1
Evenhope,1,Marvel Champions: The Card Game,20
Evenhope,2,Above and Below,19
Evenhope,3,Glass Road,18
Evenhope,4,Runebound,17
Evenhope,5,Elder Sign,16
Evenhope,6,Darkest Night,15
Evenhope,7,A Feast for Odin,14
Evenhope,8,Terraforming Mars,13
Evenhope,9,It's a Wonderful World,12
Evenhope,10,Ark Nova,11
Evenhope,11,Shards of Infinity,10
Evenhope,12,One Deck Dungeon,9
Evenhope,13,Imperial Settlers: Empires of the North,8
Evenhope,14,Sleeping Gods,7
Evenhope,15,Raiders of Scythia,6
Evenhope,16,Hallertau,5
Evenhope,17,Light in the Mist,4
Evenhope,18,Unlock!,3
Evenhope,19,Exit: The Game,2
Evenhope,20,Keyforge,1
Face_Plant,1,Marvel Champions: The Card Game,20
Face_Plant,2,Lord of the Rings: The Card Game,19
Face_Plant,3,Spirit Island,18
Face_Plant,4,Arkham Horror: The Card Game,17
Face_Plant,5,Under Falling Skies,16
Face_Plant,6,Onirim,15
failtech,1,Aeon Trespass: Odyssey,20
failtech,2,Earthborne Rangers,19
failtech,3,Fields of Fire,18
failtech,4,Spirit Island,17
failtech,5,Dune: Imperium,16
failtech,6,Cloudspire,15
failtech,7,20 Strong,14
failtech,8,John Company,13
failtech,9,Dawn of the Zeds,12
failtech,10,"People Power: Insurgency in the Philippines, 1981-1986",11
failtech,11,Search for Planet X,10
failtech,12,Marvel Champions: The Card Game,9
failtech,13,Pax Pamir,8
failtech,14,Fire in the Lake,7
failtech,15,Ark Nova,6
failtech,16,"Gandhi: The Decolonization of British India, 1917 – 1947",5
failtech,17,Great Western Trail,4
failtech,18,Too Many Bones,3
failtech,19,Roads & Boats,2
failtech,20,"Labyrinth: The War on Terror, 2001-?",1
FaintlyMacabre66,1,Revive,20
FaintlyMacabre66,2,Spirit Island,19
FaintlyMacabre66,3,Magnificent,18
FaintlyMacabre66,4,Wildlands,17
FaintlyMacabre66,5,51st State,16
FaintlyMacabre66,6,AuZtralia,15
FaintlyMacabre66,7,Dune: Imperium,14
FaintlyMacabre66,8,Cthulhu: Death May Die,13
FaintlyMacabre66,9,Marvel Champions: The Card Game,12
FaintlyMacabre66,10,Guild of Merchant Explorers,11
FaintlyMacabre66,11,Millennium Blades,10
FaintlyMacabre66,12,Terminator Genisys:Rise of the Resistance,9
FaintlyMacabre66,13,Too Many Bones,8
FaintlyMacabre66,14,It's a Wonderful World,7
FaintlyMacabre66,15,First Rat,6
FaintlyMacabre66,16,Bloody Inn,5
FaintlyMacabre66,17,With a Smile & a Gun,4
FaintlyMacabre66,18,Dark Venture,3
FaintlyMacabre66,19,Healthy Heart Hospital,2
FaintlyMacabre66,20,Escape From Hades,1
Falath,1,Star Wars: Outer Rim,20
Falath,2,Deep Space D-6,19
Falath,3,Wayfarers of the south tigris,18
Falath,4,Scythe,17
Falath,5,Circadians: First Light,16
Falath,6,Mage Knight Board Game,15
Falath,7,Flash Point: Fire Rescue,14
Falath,8,Shadowrift,13
Falath,9,Gaia Project,12
Falath,10,Aeon's End,11
Falath,11,Space Hulk: Death Angel,10
Falath,12,Hoplomachus: Victorum,9
Falath,13,Samurai Spirit,8
Falath,14,Proving Grounds,7
Falath,15,Under Falling Skies,6
Falath,16,Big Book of Madness,5
Falath,17,Terraforming Mars,4
Falath,18,Solar Storm,3
Falath,19,Gloom of Kilforth: A Fantasy Quest Game,2
Falath,20,Doom Machine,1
Falcon0815,1,Earthborne Rangers,20
Falcon0815,2,Sprawlopolis,19
Falcon0815,3,Hadrian's Wall,18
Falcon0815,4,Legacy of Yu,17
Falcon0815,5,Cascadia,16
Falcon0815,6,Anno 1800,15
Falcon0815,7,Endeavor: Deep Sea,14
Falconjurer,1,Dice Throne Adventures,20
Falconjurer,2,Roll Player,19
Falconjurer,3,Everdell,18
Falconjurer,4,Star Wars: Outer Rim,17
Falconjurer,5,Millennium Blades,16
Falconjurer,6,Spirit Island,15
Falconjurer,7,Enchanters: East Quest,14
Falconjurer,8,Warp’s Edge,13
Falconjurer,9,Bullet♥︎,12
Falconjurer,10,Lost Ruins of Arnak,11
Falconjurer,11,King's Forge,10
Falconjurer,12,Fuse,9
Falconjurer,13,Atlantis Rising,8
Falconjurer,14,Imperial Settlers: Empires of the North,7
Falconjurer,15,Mystic Vale,6
Falconjurer,16,Project L,5
Falconjurer,17,Starship Captains,4
Falconjurer,18,Flamecraft,3
Falconjurer,19,Suburbia,2
Falconjurer,20,Charterstone,1
FatMexican,1,Mage Knight Board Game,20
FatMexican,2,Arkham Horror: The Card Game,19
FatMexican,3,Lord of the Rings: The Card Game,18
FatMexican,4,A Feast for Odin,17
FatMexican,5,Terraforming Mars,16
FatMexican,6,Nusfjord,15
FatMexican,7,Castles of Burgundy,14
FatMexican,8,Aeon's End,13
FatMexican,9,Marvel Champions: The Card Game,12
FatMexican,10,Spirit Island,11
FatMexican,11,Teotihuacan: City of Gods,10
FatMexican,12,Great Western Trail,9
FatMexican,13,Maracaibo,8
FatMexican,14,Tekhenu: Obelisk of the Sun,7
FatMexican,15,Dune: Imperium,6
FatMexican,16,Gloomhaven,5
FatMexican,17,Voidfall,4
FatMexican,18,Blackout: Hong Kong,3
FatMexican,19,Gaia Project,2
FatMexican,20,Ganz schon clever,1
Fausticus1,1,Lord of the Rings: The Card Game,20
Fausticus1,2,Sub Terra,19
Fausticus1,3,Legacy of Yu,18
Fausticus1,4,Nemo's War,17
Fausticus1,5,Friday,16
Fausticus1,6,Beacon Patrol,15
Fausticus1,7,Cooper Island,14
Fausticus1,8,Fast & Furious,13
Fausticus1,9,Tainted Grail: The Fall of Avalon,12
Fausticus1,10,Robinson Crusoe: Adventures on the Cursed Island,11
Fausticus1,11,ISS Vanguard,10
Fausticus1,12,Warp’s Edge,9
Fausticus1,13,Pandemic Iberia,8
Fausticus1,14,Oltréé,7
Fausticus1,15,Coffee Roaster,6
Fausticus1,16,Sub Terra,5
Fausticus1,17,Shephy,4
Fausticus1,18,Nautilion,3
Fausticus1,19,Search for Planet X,2
Fausticus1,20,Stardew Valley: The Board Game,1
favabear,1,Under Falling Skies,20
favabear,2,Arkham Horror: The Card Game,19
favabear,3,7th Continent,18
favabear,4,Warp’s Edge,17
favabear,5,Legacy of Yu,16
favabear,6,Kingdom Death: Monster,15
favabear,7,Imperial Settlers,14
favabear,8,Unsettled,13
favabear,9,Etherfields,12
favabear,10,Cthulhu: Death May Die,11
favabear,11,Mage Knight Board Game,10
favabear,12,Lord of the Rings: Journeys in Middle Earth,9
favabear,13,Gloomhaven,8
favabear,14,Elder Sign,7
favabear,15,Lord of the Rings: The Card Game,6
favabear,16,Marvel United,5
favabear,17,Unbroken,4
favabear,18,Final Girl,3
favabear,19,Eldritch Horror,2
favabear,20,One Deck Dungeon,1
fbinder,1,Arkham Horror,20
fbinder,2,Mansions of Madness,19
fbinder,3,Arkham Horror: The Card Game,18
fbinder,4,Lord of the Rings: Journeys in Middle Earth,17
fbinder,5,Cthulhu: Death May Die,16
fbinder,6,Eldritch Horror,15
fbinder,7,Dungeons & Dragons: Castle Ravenloft Board Game,14
fbinder,8,Scythe,13
fbinder,9,Kick-Ass: The Board Game,12
fbinder,10,Elder Sign,11
fbinder,11,Mage Knight Board Game,10
fbinder,12,Horrified,9
fbinder,13,Marvel United,8
fbinder,14,Descent: Journeys in the Dark (Second Edition),7
fbinder,15,Bloodborne: The Board Game,6
fbinder,16,Lord of the Rings,5
fbinder,17,Gears of War: The Board Game,4
fbinder,18,Space Hulk: Death Angel,3
fbinder,19,Hellboy: The Board Game,2
fbinder,20,This War of Mine: The Board Game,1
fedechiessa,1,Mage Knight Board Game,20
fedechiessa,2,Sleeping Gods,19
fedechiessa,3,Hadrian's Wall,18
fedechiessa,4,Frostpunk: The Board Game,17
fedechiessa,5,Dwellings of Eldervale,16
fedechiessa,6,Lost Ruins of Arnak,15
fedechiessa,7,Spirit Island,14
fedechiessa,8,Paleo,13
fedechiessa,9,Dune: Imperium,12
fedechiessa,10,Great Western Trail,11
fedechiessa,11,A Feast for Odin,10
fedechiessa,12,Fantastic Factories,9
fedechiessa,13,One Deck Dungeon,8
fedechiessa,14,Guild of Merchant Explorers,7
fedechiessa,15,Friday,6
fedechiessa,16,La Isla Perdida,5
fedechiessa,17,Ganz schon clever,4
fedechiessa,18,Teotihuacan: City of Gods,3
fedechiessa,19,Last Bastion,2
fedechiessa,20,Dinosaur Island: Rawr 'n Write,1
fee_weasel,1,Space Hulk: Death Angel,20
fee_weasel,2,Hoplomachus: The Lost Cities,19
fee_weasel,3,Marvel Champions: The Card Game,18
fee_weasel,4,Arkham Horror: The Card Game,17
fee_weasel,5,"Labyrinth: The War on Terror, 2001-?",16
fee_weasel,6,Star Wars: Outer Rim,15
fee_weasel,7,Spirit Island,14
fee_weasel,8,Raiders of the North Sea,13
fee_weasel,9,Teotihuacan: City of Gods,12
fee_weasel,10,Warfighter: The Tactical Special Forces Card Game,11
fee_weasel,11,Thunderbolt Apache Leader,10
fee_weasel,12,Dawn of the Zeds,9
fee_weasel,13,Gears of War: The Board Game,8
fee_weasel,14,Maquis,7
fee_weasel,15,Wingspan,6
fee_weasel,16,Terraforming Mars,5
fee_weasel,17,Deep Space D-6,4
fee_weasel,18,At the Gates of Loyang,3
fee_weasel,19,March of the Ants,2
fee_weasel,20,Viticulture,1
FemenouSirius,1,A Feast for Odin,20
FemenouSirius,2,Scythe,19
FemenouSirius,3,Too Many Bones,18
FemenouSirius,4,Dead Reckoning,17
FemenouSirius,5,Middara,16
FemenouSirius,6,Dwellings of Eldervale,15
FemenouSirius,7,Earth,14
FemenouSirius,8,Tapestry,13
FemenouSirius,9,Terraforming Mars,12
FemenouSirius,10,Carnegie,11
FemenouSirius,11,Architects of the West Kingdom,10
FemenouSirius,12,It's a Wonderful World,9
FemenouSirius,13,Nusfjord,8
FemenouSirius,14,Endless Winter: Paleoamericans,7
FemenouSirius,15,Hadrian's Wall,6
FemenouSirius,16,Sleeping Gods,5
FemenouSirius,17,Teotihuacan: City of Gods,4
FemenouSirius,18,Bullet♥︎,3
FemenouSirius,19,Bloody Inn,2
FemenouSirius,20,Ginkgopolis,1
Fencejummper,1,Fields of Arle,20
Fencejummper,2,Bullet♥︎,19
Fencejummper,3,Nusfjord,18
Fencejummper,4,Hadrian's Wall,17
Fencejummper,5,Sleeping Gods,16
Fencejummper,6,Coffee Roaster,15
Fencejummper,7,D-Day at Omaha Beach,14
Fencejummper,8,Undaunted: Normandy,13
Fencejummper,9,7th Continent,12
Fencejummper,10,Dorfromantik: The Board Game,11
Fencejummper,11,Fleet: The Dice Game,10
Fencejummper,12,Marvel Champions: The Card Game,9
Fencejummper,13,Cloudspire,8
Fencejummper,14,Roads & Boats,7
Fencejummper,15,Spirit Island,6
Fencejummper,16,Too Many Bones,5
Fencejummper,17,1862: Railway Mania in the Eastern Counties,4
Fencejummper,18,Nevsky: Teutons and Rus in Collision 1240-1242,3
Fencejummper,19,Sprawlopolis,2
Fencejummper,20,Glass Road,1
Fenrir333,1,Final Girl,20
Fenrir333,2,Arkham Horror: The Card Game,19
Fenrir333,3,Arkham Horror,18
Fenrir333,4,Maracaibo,17
Fenrir333,5,Lost Ruins of Arnak,16
Fenrir333,6,Unbroken,15
Fenrir333,7,Ark Nova,14
Fenrir333,8,Mage Knight Board Game,13
Fenrir333,9,Pax Pamir,12
Fenrir333,10,After The Virus,11
Fenrir333,11,Stroganov,10
Fenrir333,12,Anachrony,9
Fenrir333,13,Spirit Island,8
Fenrir333,14,Lords of Waterdeep,7
Fenrir333,15,Lord of the Rings: The Card Game,6
Fenrir333,16,Teotihuacan: City of Gods,5
Fenrir333,17,Woodcraft,4
Fenrir333,18,Gaia Project,3
ffsjake,1,Turing Machine,20
ffsjake,2,Gaia Project,19
ffsjake,3,Arkham Horror: The Card Game,18
ffsjake,4,Atlantic Chase,17
ffsjake,5,Freedom: The Underground Railroad,16
ffsjake,6,Hegemony: Lead Your Class to Victory,15
ffsjake,7,Comanchería: The Rise and Fall of the Comanche Empire,14
ffsjake,8,A Feast for Odin,13
ffsjake,9,AuZtralia,12
ffsjake,10,Caesar: Rome vs. Gaul,11
ffsjake,11,Nemo's War,10
ffsjake,12,Fields of Despair: France 1914-1918,9
ffsjake,13,Legacy of Yu,8
ffsjake,14,1862: Railway Mania in the Eastern Counties,7
ffsjake,15,Space Empires: 4X,6
ffsjake,16,Storm Above the Reich,5
ffsjake,17,Gallerist,4
ffsjake,18,Revive,3
ffsjake,19,Halls of Hegra,2
ffsjake,20,A Distant Plain,1
fikuhta,1,Lord of the Rings: The Card Game,20
fikuhta,2,"Gandhi: The Decolonization of British India, 1917 – 1947",19
fikuhta,3,Marvel Champions: The Card Game,18
fikuhta,4,Space Hulk: Death Angel,17
fikuhta,5,Pax Pamir,16
fikuhta,6,White Tribe: Rhodesia's War 1966-1980,15
fikuhta,7,Arkham Horror: The Card Game,14
fikuhta,8,Mage Knight Board Game,13
fikuhta,9,Shadowrun: Crossfire,12
fikuhta,10,Versailles 1919,11
fikuhta,11,Nations: The Dice Game,10
fikuhta,12,Lost Expedition,9
fikuhta,13,7th Continent,8
fikuhta,14,Dual Powers: Revolution 1917,7
fikuhta,15,Terminator Genisys:Rise of the Resistance,6
fikuhta,16,Limes,5
fikuhta,17,At the Gates of Loyang,4
fikuhta,18,Ming Voyages,3
fikuhta,19,Phantom: The Card Game,2
fikuhta,20,Gloom of Kilforth: A Fantasy Quest Game,1
FireManBearPig,1,Glass Road,20
FireManBearPig,2,Nusfjord,19
FireManBearPig,3,Tiletum,18
FireManBearPig,4,Mage Knight Board Game,17
FireManBearPig,5,Great Western Trail,16
FireManBearPig,6,Boonlake,15
FireManBearPig,7,Great Western Trail,14
FireManBearPig,8,Lost Ruins of Arnak,13
FireManBearPig,9,Caverna: The Cave Farmers,12
FireManBearPig,10,Friday,11
fjmubeen,1,Dark Ages Holy Roman Empire,20
fjmubeen,2,Scythe,19
fjmubeen,3,Revive,18
fjmubeen,4,Legacy of Yu,17
fjmubeen,5,Spirit Island,16
fjmubeen,6,Sabika,15
fjmubeen,7,Obsession,14
fjmubeen,8,Ark Nova,13
fjmubeen,9,Maquis,12
fjmubeen,10,Mage Knight Board Game,11
fjmubeen,11,Lord of the Rings: The Card Game,10
fjmubeen,12,Turing Machine,9
fjmubeen,13,Cascadia,8
fjmubeen,14,Onirim,7
fjmubeen,15,Ganz schon clever,6
fjmubeen,16,Tiny Epic Galaxies,5
fjmubeen,17,Under Falling Skies,4
fjmubeen,18,D-Day Dice,3
fjmubeen,19,Brass: Birmingham,2
fjmubeen,20,Sprawlopolis,1
Flash001,1,7 Wonders: Duel,20
Flash001,2,Friday,19
Flash001,3,Under Falling Skies,18
Flash001,4,Agricola,17
Flash001,5,Imhotep,16
Flash001,6,Do Not Go Gentle: WIP,15
Flash001,7,Star Trek: The Dice Game,14
Flash001,8,Card Capture,13
Flash001,9,Village Builder,12
Flash001,10,Royal Progress: WIP,11
Flash001,11,Butterfly Effect: WIP,10
Flash001,12,Bowling Solitaire,9
Flash001,13,Old Town Road,8
Flash001,14,Azul,7
Flash001,15,Ganz schon clever,6
Flash001,16,Carcassonne,5
Flash001,17,Mall is Under Construction: WIP,4
Flash001,18,Space Alone,3
Flash001,19,Invasion: Solo Adventure,2
Flash001,20,Skulls Of Sedlec,1
flax2300,1,It's a Wonderful World,20
flax2300,2,Terraforming Mars,19
flax2300,3,SpaceCorp,18
flax2300,4,Anachrony,17
flax2300,5,Mage Knight Board Game,16
flax2300,6,Barrage,15
flax2300,7,Dune: Imperium,14
flax2300,8,Herbaceous,13
flax2300,9,Bloody Inn,12
flax2300,10,Astro Knights,11
flax2300,11,Jump Drive,10
flax2300,12,AuZtralia,9
flax2300,13,Sprawlopolis,8
flax2300,14,Terraforming Mars: Ares Expedition,7
flax2300,15,Cascadia,6
flax2300,16,Last Aurora,5
flax2300,17,Black Sonata,4
flax2300,18,Excavation Earth,3
flax2300,19,Cthulhu: Death May Die,2
flax2300,20,Search for Planet X,1
fluc02,1,Onirim,20
fluc02,2,For Northwood! A Solo Trick-Taking Game,19
fluc02,3,Mage Knight Board Game,18
fluc02,4,Dawn of the Zeds,17
fluc02,5,Galdor's Grip,16
fluc02,6,"Mr. President: The American Presidency, 2001-2020",15
fluc02,7,Renegade,14
fluc02,8,Friday,13
fluc02,9,Aerion,12
fluc02,10,Turing Machine,11
fluc02,11,Cthulhu: Death May Die,10
fluc02,12,Nemo's War,9
fluc02,13,Imperium: Classics,8
fluc02,14,Pavlov's House,7
fluc02,15,Nautilion,6
fluc02,16,Darkest Night,5
fluc02,17,Sylvion,4
fluc02,18,Legacy of Yu,3
fluc02,19,Soldiers in Postmen's Uniforms,2
fluc02,20,Star Wars: Outer Rim,1
flyingbaden,1,A Feast for Odin,20
flyingbaden,2,Gallerist,19
flyingbaden,3,Terraforming Mars,18
flyingbaden,4,Oranienburger Kanal,17
flyingbaden,5,Pax Pamir,16
flyingbaden,6,1862: Railway Mania in the Eastern Counties,15
flyingbaden,7,Ark Nova,14
flyingbaden,8,Brass: Birmingham,13
flyingbaden,9,Imperium: Classics,12
flyingbaden,10,Nusfjord,11
flyingbaden,11,Lisboa,10
flyingbaden,12,It's a Wonderful World,9
flyingbaden,13,Trickerion: Legends of Illusion,8
flyingbaden,14,John Company,7
flyingbaden,15,Dune: Imperium,6
flyingbaden,16,Hallertau,5
flyingbaden,17,Kanban EV,4
flyingbaden,18,Vinhos,3
flyingbaden,19,"Mr. President: The American Presidency, 2001-2020",2
flyingbaden,20,Darwin's Journey,1
flyingtable83,1,Spirit Island,20
flyingtable83,2,Ark Nova,19
flyingtable83,3,Underwater Cities,18
flyingtable83,4,Cascadia,17
flyingtable83,5,Marvel Champions: The Card Game,16
flyingtable83,6,"Mr. President: The American Presidency, 2001-2020",15
flyingtable83,7,Imperium: Classics,14
flyingtable83,8,A Feast for Odin,13
flyingtable83,9,Dune: Imperium,12
flyingtable83,10,Lost Ruins of Arnak,11
flyingtable83,11,Gaia Project,10
flyingtable83,12,Warp’s Edge,9
flyingtable83,13,Lord of the Rings: The Card Game,8
flyingtable83,14,Great Western Trail,7
flyingtable83,15,Three Sisters,6
flyingtable83,16,Under Falling Skies,5
flyingtable83,17,Flash Point: Fire Rescue,4
flyingtable83,18,Skymines,3
flyingtable83,19,Terraforming Mars: Ares Expedition,2
flyingtable83,20,Hadrian's Wall,1
fndyr,1,Robinson Crusoe: Adventures on the Cursed Island,20
fndyr,2,Terraforming Mars,19
fndyr,3,Obsession,18
fndyr,4,Paladins of the West Kingdom,17
fndyr,5,Wingspan,16
fndyr,6,Ark Nova,15
fndyr,7,Endless Winter: Paleoamericans,14
fndyr,8,Crisis,13
fndyr,9,Nusfjord,12
fndyr,10,Great Western Trail,11
fndyr,11,Lost Ruins of Arnak,10
fndyr,12,Architects of the West Kingdom,9
fndyr,13,Everdell,8
fndyr,14,Circadians: First Light,7
fndyr,15,Viscounts of the West Kingdom,6
fndyr,16,Imperial Settlers: Empires of the North,5
fndyr,17,Teotihuacan: City of Gods,4
fndyr,18,Tekhenu: Obelisk of the Sun,3
fndyr,19,Kanban EV,2
fndyr,20,Spirit Island,1
fractaloon,1,Lord of the Rings: The Card Game,20
fractaloon,2,Final Girl,19
fractaloon,3,Sentinels of the Multiverse,18
fractaloon,4,Ironsworn RPG,17
fractaloon,5,Legacy of Yu,16
fractaloon,6,Onirim,15
fractaloon,7,Nusfjord,14
fractaloon,8,Untold: Adventures Await,13
fractaloon,9,Ragemore,12
fractaloon,10,For Northwood! A Solo Trick-Taking Game,11
fractaloon,11,Navajo Wars,10
fractaloon,12,Under Falling Skies,9
fractaloon,13,Pandemic: Reign of Cthulhu,8
fractaloon,14,Silverton,7
fractaloon,15,Conflict of Heroes: Awakening the Bear! – Russia 1941-42,6
fractaloon,16,Nations,5
fractaloon,17,AstroNavis Merchant Advanced,4
fractaloon,18,Banish the Snakes: A Game of St. Patrick in Ireland,3
fractaloon,19,Space Hulk: Death Angel,2
fractaloon,20,Escape: The Curse of the Temple,1
Frankenfletch,1,Race for the Galaxy,20
Frankenfletch,2,Ambush!,19
Frankenfletch,3,HEXplore It,18
Frankenfletch,4,Dune: Imperium,17
Frankenfletch,5,Pandemic,16
Frankenfletch,6,Runebound,15
Frankenfletch,7,Statis Pro Baseball,14
Frankenfletch,8,Zombicide: Black Plague,13
Frankenfletch,9,Call to Adventure,12
Frankenfletch,10,DungeonQuest,11
Frankenfletch,11,Levee en Masse,10
Frankenfletch,12,Nations: The Dice Game,9
Frankenfletch,13,Warp’s Edge,8
Frankenfletch,14,D-Day at Omaha Beach,7
Frankenfletch,15,Four Against Darkness,6
Frankenfletch,16,Puzzle Dungeon,5
Frankenfletch,17,Dungeons & Dragons: Castle Ravenloft Board Game,4
Frankenfletch,18,Legion of Honor,3
Frankenfletch,19,Under Falling Skies,2
Frankenfletch,20,Pathfinder Adventure Card Game: Rise of the Runelords,1
fred182951,1,Euthia: Torment of Resurrection,20
fred182951,2,Dune: Imperium,19
fred182951,3,Mage Knight Board Game,18
fred182951,4,Tainted Grail: The Fall of Avalon,17
fred182951,5,Scythe,16
fred182951,6,Aeon's End,15
fred182951,7,Massive Darkness,14
fred182951,8,Legends of Andor,13
fred182951,9,Hybris: Disordered Cosmos,12
fred182951,10,Voidfall,11
fred182951,11,Gaia Project,10
fred182951,12,Maracaibo,9
fred182951,13,Beyond the Sun,8
fred182951,14,Shards of Infinity,7
fred182951,15,Set A Watch,6
fred182951,16,Race for the Galaxy,5
fred182951,17,Gloomhaven,4
fred182951,18,Arkham Horror: The Card Game,3
fred182951,19,Dice Throne Adventures,2
fred182951,20,Revive,1
Fregonar,1,Tapestry,20
Fregonar,2,Dune: Imperium,19
Fregonar,3,Ark Nova,18
Fregonar,4,Obsession,17
Fregonar,5,Maracaibo,16
Fregonar,6,Oranienburger Kanal,15
Fregonar,7,Imperium: Classics,14
Fregonar,8,Scythe,13
Fregonar,9,Great Western Trail,12
Fregonar,10,Skoventyr,11
Fregonar,11,Glen More,10
Fregonar,12,Legacy of Yu,9
Fregonar,13,Atiwa,8
Fregonar,14,Concordia,7
Fregonar,15,Expeditions,6
Fregonar,16,Sylvion,5
Fregonar,17,Patchwork,4
Fregonar,18,Hadrian's Wall,3
Fregonar,19,Onirim,2
Fregonar,20,Rolling Realms,1
Friedenspanzer,1,Marvel Champions: The Card Game,20
Friedenspanzer,2,Spirit Island,19
Friedenspanzer,3,Turing Machine,18
Friedenspanzer,4,Earthborne Rangers,17
Friedenspanzer,5,Under Falling Skies,16
Friedenspanzer,6,For Northwood! A Solo Trick-Taking Game,15
Friedenspanzer,7,Final Girl,14
Friedenspanzer,8,Next Station: London,13
Friedenspanzer,9,Friday,12
Friedenspanzer,10,Roll Player,11
Friedenspanzer,11,Tussie Mussie,10
Friedenspanzer,12,Welcome to,9
Friedenspanzer,13,Cartographers: A Roll Player Tale,8
Friedenspanzer,14,Cascadia,7
Friedenspanzer,15,Twilight Inscription,6
FRockSkap,1,Spirit Island,20
FRockSkap,2,Imperium: Classics,19
FRockSkap,3,Keep the Heroes Out!,18
FRockSkap,4,Raiders of Scythia,17
FRockSkap,5,Nemo's War,16
FRockSkap,6,Everdell,15
FRockSkap,7,Carnegie,14
FRockSkap,8,It's a Wonderful World,13
FRockSkap,9,Paladins of the West Kingdom,12
FRockSkap,10,Siege of Valeria,11
FRockSkap,11,Dune: Imperium,10
FRockSkap,12,Heat: Pedal to the Metal,9
FRockSkap,13,Kingdomino,8
FRockSkap,14,Wingspan,7
FRockSkap,15,Gaia Project,6
FRockSkap,16,Mage Knight Board Game,5
FRockSkap,17,Dorfromantik: The Board Game,4
FRockSkap,18,Dawn of the Zeds,3
FRockSkap,19,Imperial Settlers,2
Frutsik,1,Aeon's End,20
Frutsik,2,Anachrony,19
Frutsik,3,Pilgrim,18
Frutsik,4,Terra Mystica,17
Frutsik,5,Viticulture,16
Frutsik,6,Mage Knight Board Game,15
Frutsik,7,Robinson Crusoe: Adventures on the Cursed Island,14
Frutsik,8,Trismegistus: The Ultimate Formula,13
Frutsik,9,Clinic,12
Frutsik,10,Lost Ruins of Arnak,11
Frutsik,11,Final Girl,10
Frutsik,12,Terraforming Mars,9
Frutsik,13,Oh My Goods!,8
Frutsik,14,Red Dragon Inn: Battle for Greyport,7
Frutsik,15,Agricola,6
Frutsik,16,Glen More,5
Frutsik,17,Race for the Galaxy,4
Frutsik,18,A Feast for Odin,3
Frutsik,19,Underwater Cities,2
Frutsik,20,Shadowrun: Crossfire,1
Fumier,1,Too Many Bones,20
Fumier,2,Gaia Project,19
Fumier,3,Mage Knight Board Game,18
Fumier,4,Gloomhaven,17
Fumier,5,Scythe,16
Fumier,6,7th Continent,15
Fumier,7,Elder Sign,14
Fumier,8,Dice Settlers,13
Fumier,9,Architects of the West Kingdom,12
Fumier,10,Final Girl,11
Fumier,11,Spirit Island,10
Fumier,12,Pathfinder Adventure Card Game: Rise of the Runelords,9
Fumier,13,Viscounts of the West Kingdom,8
Fumier,14,Circadians: First Light,7
Fumier,15,Terminator Genisys:Rise of the Resistance,6
Fumier,16,Under Falling Skies,5
Fumier,17,Sabika,4
Fumier,18,Heroes of Terrinoth,3
Fumier,19,Underwater Cities,2
Fumier,20,Pandemic: Reign of Cthulhu,1
Funkupotamous,1,Marvel Champions: The Card Game,20
Funkupotamous,2,Warfighter: The Tactical Special Forces Card Game,19
Funkupotamous,3,Star Wars: Outer Rim,18
Funkupotamous,4,G.I. JOE Deck-Building Game,17
Funkupotamous,5,Witcher: Old World,16
Funkupotamous,6,ISS Vanguard,15
Funkupotamous,7,Thunderbolt Apache Leader,14
Funkupotamous,8,Dice Throne Adventures,13
Funkupotamous,9,Star Wars: Imperial Assault,12
Funkupotamous,10,Legendary: A Marvel Deck Building Game,11
Funkupotamous,11,Deep Space D-6,10
Funkupotamous,12,Lord of the Rings: Journeys in Middle Earth,9
Funkupotamous,13,Undaunted: Normandy,8
Funkupotamous,14,Stardew Valley: The Board Game,7
Funkupotamous,15,Arkham Horror: The Card Game,6
Funkupotamous,16,Lord of the Rings: The Card Game,5
Funkupotamous,17,Marvel United,4
Funkupotamous,18,Final Girl,3
Funkupotamous,19,Fallout,2
Funkupotamous,20,Tiny Epic Dungeons,1
Furaha,1,Lord of the Rings: The Card Game,20
Furaha,2,Paladins of the West Kingdom,19
Furaha,3,Obsession,18
Furaha,4,Bitoku,17
Furaha,5,Dune: Imperium,16
Furaha,6,Imperium: Classics,15
Furaha,7,This War of Mine: The Board Game,14
Furaha,8,Dinosaur Island: Rawr 'n Write,13
Furaha,9,Tekhenu: Obelisk of the Sun,12
Furaha,10,SpaceCorp,11
Furaha,11,Pax Pamir,10
Furaha,12,Tainted Grail: The Fall of Avalon,9
Furaha,13,Mage Knight Board Game,8
Furaha,14,Cartographers: A Roll Player Tale,7
Furaha,15,Trickerion: Legends of Illusion,6
Furaha,16,HEXplore It,5
Furaha,17,Woodcraft,4
Furaha,18,Raiders of Scythia,3
Furaha,19,Horrified,2
Furaha,20,Glen More,1
Fuzzel,1,Mage Knight Board Game,20
Fuzzel,2,Frostpunk: The Board Game,19
Fuzzel,3,Navajo Wars,18
Fuzzel,4,Gloomhaven,17
Fuzzel,5,Spirit Island,16
Fuzzel,6,Robinson Crusoe: Adventures on the Cursed Island,15
Fuzzel,7,Leaving Earth,14
